date,RSAFS,RSFSXMV,RSHPCS,RSGASS,RSCCAS,RSSGHBMS,RSGMS,RSDSELD,RSMSR,RSNSR,RSFSDP,RSXFS,break_inflate10,cpi,employ_rate,indust_prod,mortgage_rate30,Spcpi,int_trade,year,month
3/1/2019,509552,405980,28827,43001,22566,6558,59339,11347,10600,60006,62598,446954,1.912857143,0.564135836,71.07826687,102.9,4.265,2.393918,2.08E+11,2019,3
4/1/2019,510367,408121,28719,43734,22515,6683,59893,11401,10837,59864,63137,447230,1.936666667,0.529500161,71.15513574,102.3826,4.1425,2.410959,2.09E+11,2019,4
5/1/2019,512883,410006,28862,43625,22215,6717,59540,11408,10930,61676,63898,448985,1.826363636,0.212875859,71.15345811,102.5756,4.072,2.39962,2.20E+11,2019,5
6/1/2019,513694,410816,28805,42238,22167,6799,59459,11208,10986,62748,64702,448992,1.7,0.019914718,71.25223733,102.5928,3.8025,2.431727,2.07E+11,2019,6
7/1/2019,518670,415325,28665,42850,22569,6680,60437,11568,10845,63746,65003,453667,1.752727273,0.167094162,71.26593493,102.2012,3.765,2.467932,2.18E+11,2019,7
8/1/2019,521158,415426,28580,42735,22615,6740,60074,11369,11045,63727,65191,455967,1.586363636,-0.005066824,71.43585761,102.9086,3.616,2.633395,2.15E+11,2019,8
9/1/2019,517755,414270,28600,42589,22376,6698,59377,11042,10997,63995,65707,452048,1.587,0.078344858,71.72250301,102.579,3.605,2.616559,2.06E+11,2019,9
10/1/2019,519519,416179,28809,43254,22417,6742,59662,10969,11156,64346,66068,453451,1.560909091,0.228619055,71.68721324,101.7775,3.688,2.7342,2.19E+11,2019,10
11/1/2019,521774,416055,28576,43246,22184,6532,60033,11109,11255,64466,65841,455933,1.640526316,-0.053624303,71.67652071,102.0979,3.695,2.760463,1.99E+11,2019,11
12/1/2019,525903,422153,28267,44459,23230,6720,60632,10954,11096,66026,66980,458923,1.718095238,-0.090976953,71.68861332,101.7632,3.72,2.724503,2.02E+11,2019,12
1/1/2020,524063,421133,28983,43351,23009,6702,60118,10902,11463,64673,67950,456113,1.720952381,0.387976994,71.772376,101.303,3.624,2.788599,1.96E+11,2020,1
2/1/2020,526174,422679,29290,42010,22735,6635,60618,10859,11324,66932,68276,457898,1.615789474,0.274061813,71.78967495,101.7038,3.465,2.812655,1.78E+11,2020,2
3/1/2020,480150,403993,30733,34537,11477,5482,64302,8790,9784,71863,47758,432392,0.986818182,-0.217645103,70.5640085,97.8746,3.45,2.641068,1.94E+11,2020,3
4/1/2020,407025,340784,26103,26068,2866,3693,56625,6269,7179,76674,31107,375918,1.103333333,-0.668694187,60.26101437,84.959,3.306,2.233555,1.66E+11,2020,4
5/1/2020,483066,385103,26413,29535,8288,6455,60494,8855,8550,84419,41021,442045,1.1155,0.001950162,62.24638024,86.3345,3.2325,2.085757,1.63E+11,2020,5
6/1/2020,525093,418132,28579,33677,17139,8244,61107,9626,10512,82753,52844,472249,1.273181818,0.547204693,64.79148629,91.7523,3.1625,2.064379,1.79E+11,2020,6
7/1/2020,536087,430255,30173,35448,17912,7889,61181,9640,10997,87256,54918,481169,1.456363636,0.50582435,65.39307036,95.2439,3.016,2.350691,2.00E+11,2020,7
8/1/2020,540078,432843,29802,36194,18400,7467,59992,9450,11174,87790,57687,482391,1.661428571,0.315321052,66.86129691,96.1173,2.935,2.297196,2.03E+11,2020,8
9/1/2020,551871,440843,30274,36714,20827,7855,62289,10411,11198,88022,59171,492700,1.656190476,0.139274694,66.93470585,96.0711,2.89,2.088195,2.06E+11,2020,9
10/1/2020,550049,439587,30170,36926,20303,7764,61465,9890,11212,88693,59223,490826,1.703809524,0.041493776,67.83905746,96.825,2.834,1.848308,2.19E+11,2020,10
11/1/2020,543834,434907,29698,36193,19017,7664,61442,9496,11229,88465,57001,486833,1.712105263,-0.061062722,67.76742521,97.1183,2.765,1.786708,2.12E+11,2020,11
12/1/2020,542942,431856,29948,39293,20007,7711,60493,8867,11802,85101,54066,488876,1.915909091,0.094147847,67.9143578,98.138,2.684,1.694452,2.15E+11,2020,12
1/1/2021,572822,457790,29977,41104,21093,8545,65762,10555,11835,91081,59553,513269,2.081578947,0.425378349,68.18534226,99.2645,2.735,1.504532,2.05E+11,2021,1
2/1/2021,562686,450910,29740,42741,19904,7830,62783,9929,11602,90997,59036,503650,2.18,0.547438279,68.40536123,96.2231,2.81,1.520784,1.94E+11,2021,2
3/1/2021,625731,494626,32383,46146,24019,9513,69549,11311,13170,99351,67362,558369,2.275217391,0.708327313,68.59722965,98.8621,3.0825,1.694673,2.37E+11,2021,3
4/1/2021,625764,492307,32315,45900,24070,9367,68499,11206,13291,95121,69899,555865,2.349545455,0.821890915,68.70261216,99.0246,3.06,2.284027,2.27E+11,2021,4
5/1/2021,622921,491778,31531,46209,24789,9095,66475,11432,12482,96292,72480,550441,2.468,0.801710515,68.9805578,99.7785,2.9625,2.623896,2.31E+11,2021,5
6/1/2021,627756,499775,32847,46862,25828,8939,67064,11564,13656,96048,75912,551844,2.342727273,0.92906629,69.11903788,100.1923,2.975,2.604632,2.42E+11,2021,6
7/1/2021,620648,499779,32678,48385,25237,8974,66518,11365,13894,94858,77293,543355,2.327619048,0.481052353,69.66496755,100.8724,2.868,2.325734,2.37E+11,2021,7
8/1/2021,624738,505547,32866,49523,25020,8951,67257,11378,14060,96886,77792,546946,2.348636364,0.206591136,69.69373307,100.837,2.8425,2.353165,2.45E+11,2021,8
9/1/2021,630905,510560,32710,51633,25376,8951,67760,11481,14324,97724,78288,552617,2.344285714,0.271597086,69.96268289,99.8498,2.9,2.649506,2.45E+11,2021,9
10/1/2021,640899,518231,32444,53978,25487,9020,68516,11491,14463,99837,78603,562296,2.535,0.830811855,70.13436326,101.3602,3.0675,3.04294,2.51E+11,2021,10
11/1/2021,644741,521070,32793,55209,25784,9194,68402,11220,14381,100341,79051,565690,2.616,0.49134275,70.58731728,101.961,3.0675,3.205069,2.59E+11,2021,11
12/1/2021,634393,513586,32797,55910,25051,8968,67197,10253,14285,95958,77583,556810,2.458181818,0.307251716,70.79960981,101.7587,3.098,3.467011,2.58E+11,2021,12
1/1/2022,651557,521891,32815,54919,25160,8877,69233,11376,14527,102773,75557,576000,2.4495,0.841457378,70.74889886,102.146,3.445,3.982987642,2.48E+11,2022,1
2/1/2022,662321,530893,32445,58392,25481,8916,67568,11397,14986,104095,80553,581768,2.457894737,0.913397926,70.89030661,102.9981,3.7625,4.297857761,2.35E+11,2022,2
3/1/2022,669958,541436,32763,64656,26157,9009,68468,11393,15490,102895,82388,587570,2.846521739,1.335137955,71.31162226,103.7286,4.172,4.551814556,2.97E+11,2022,3
4/1/2022,674719,543908,32962,63819,26166,9069,68026,11419,15864,104003,84481,590238,2.884,0.558253103,71.26237811,104.5224,4.9825,4.723537922,2.73E+11,2022,4
5/1/2022,673852,546969,32695,67413,25866,9106,68175,11526,15497,103005,85217,588635,2.688571429,1.1023524,71.38541596,104.5729,5.23,4.975575447,,2022,5
,,,,,,,,,,,,,,,,,,5.425963402,,,
